,PM2,PM10,SO2,NO2,CO,O3,U,V,TEMP,RH,PSFC,lat,lon,province
228,28.19,30.36,10.01,1.93,0.3,51.17,-0.98,-1.88,284.01,91.72,91425.88,21.67,100.75,云南省
229,23.62,25.41,9.44,1.5,0.28,57.92,-1.19,0.64,284.44,90.44,91593.4,21.68,101.19,云南省
230,23.15,24.95,9.5,1.55,0.28,58.25,-2.28,0.83,284.46,87.78,90053.76,21.69,101.33,云南省
231,23.92,25.76,9.61,1.45,0.28,57.27,-2.55,0.58,282.66,93.4,88117.3,21.69,101.47,云南省
232,23.9,25.75,9.6,1.18,0.28,57.47,-2.25,-0.38,282.14,91.66,88910.46,21.7,101.62,云南省
233,23.76,25.56,9.11,0.85,0.27,56.79,-2.63,-0.29,281.33,94.33,88043.24,21.7,101.76,云南省
234,46.47,53.58,16.57,9.12,0.47,49.65,-3.9,-3.55,281.42,46.31,96278.02,21.73,107.23,广西壮族自治区
235,48.54,56.21,16.83,10.71,0.51,48.55,-3.49,-3.24,281.08,46.22,95588.89,21.72,107.38,广西壮族自治区
236,49.64,57.35,18.24,12.48,0.54,49.36,-2.25,-3.2,280.81,46.93,95264.88,21.72,107.52,广西壮族自治区
237,54.93,65.03,18.87,15.36,0.59,44.19,-1.04,-4.23,281.13,47.08,96385.01,21.72,107.66,广西壮族自治区
238,54.74,65.49,19.64,17.59,0.62,43.76,-1.56,-5.06,282.62,44.11,98065.77,21.71,107.81,广西壮族自治区
239,55.74,68.12,19.18,19.25,0.65,42.89,-2.57,-5.37,283.16,41.65,98997.48,21.71,107.95,广西壮族自治区
240,56.46,70.01,19.27,20.83,0.68,41.37,-2.61,-5.24,283.8,39.27,100763.82,21.71,108.09,广西壮族自治区
241,58.44,73.27,21.73,23.25,0.7,40.11,-2.3,-6.01,283.73,38.47,101860.12,21.7,108.24,广西壮族自治区
242,54.82,67.93,20.36,19.69,0.62,43.81,-2.08,-6.16,284.03,43.07,101891.47,21.7,108.38,广西壮族自治区
243,48.81,59.39,17.71,15.22,0.54,50.19,-2.95,-6.12,285.34,45.11,102049.27,21.69,108.53,广西壮族自治区
244,56.39,68.55,14.93,13.32,0.62,43.42,-2.23,-5.15,283.54,37.53,101986.26,21.68,108.81,广西壮族自治区
245,59.27,72.03,15.63,14.2,0.65,42.16,-1.88,-5.46,283.82,37.09,101949.47,21.68,108.96,广西壮族自治区
246,60.77,72.98,16.51,14.37,0.65,42.43,-1.87,-5.21,284.21,37.12,101883.75,21.67,109.1,广西壮族自治区
247,58.97,69.87,15.16,13.17,0.62,44.54,-2,-4.85,284.82,39.83,101785.25,21.67,109.25,广西壮族自治区
248,55.16,64.48,14.86,12.35,0.57,48.64,-2.15,-4.5,285.51,40.39,101792.25,21.66,109.39,广西壮族自治区
249,55.94,64.49,14.9,13.41,0.56,45.83,-3.2,-4.17,285.41,36.66,101823.48,21.65,109.68,广西壮族自治区
250,54.6,62.43,14.02,12.74,0.56,45.77,-2.44,-4.64,285.51,37.52,101823.66,21.65,109.82,广西壮族自治区
251,51.84,58.85,13.14,12.69,0.53,45.43,-2.02,-4.57,285.32,36.59,101782.05,21.64,109.96,广东省
252,48.05,54.14,12.41,12.88,0.46,45.35,-1.53,-4.35,285.41,36.47,101762.68,21.63,110.11,广东省
253,46.87,52.72,12.99,13.67,0.45,44.91,-1.12,-3.96,285.57,35.59,101683.39,21.63,110.25,广东省
254,47.8,53.73,14.08,15.24,0.45,44.09,-0.81,-3.39,285.61,35.27,101590.7,21.62,110.39,广东省
255,50.6,56.97,16.65,18.86,0.47,41.52,-0.79,-2.67,285.73,33.81,101700.76,21.61,110.54,广东省
256,48.01,54.97,21.38,22.55,0.47,38.14,-1.02,-2.22,285.88,32.85,101865.91,21.61,110.68,广东省
257,43.18,50.16,22.47,22.41,0.44,37.49,-1.72,-1.95,286.06,32.18,101908.51,21.6,110.83,广东省
258,39.98,46.46,18.42,17.77,0.43,40.71,-3.06,-2.43,286.18,30.55,101906.86,21.59,110.97,广东省
259,38.78,44.79,15.43,14.23,0.42,43.16,-4.1,-3.34,285.74,30.58,101441.05,21.58,111.11,广东省
260,37.52,43.96,15.36,14.18,0.43,42.75,-4.24,-4.78,285.45,32.12,101282.58,21.58,111.26,广东省
261,37.74,45.16,16.3,15.72,0.45,41.26,-3.86,-6.36,285.29,32.59,102033.86,21.57,111.4,广东省
262,38.23,46.97,18.03,18.48,0.48,40.25,-3.21,-7.07,284.84,36.77,101999.61,21.56,111.54,广东省
263,26.71,28.65,10.52,1.55,0.28,59.13,-1.87,2.14,284.25,99.34,88362.54,21.77,100.03,云南省
264,26.25,28.28,10.31,1.71,0.28,59.97,-0.45,2.62,284.28,99.25,87848.44,21.78,100.17,云南省
265,25.66,27.72,10.1,1.69,0.28,61.38,-0.3,4.14,284.95,95.22,87401.48,21.79,100.32,云南省
266,29.02,31.36,11.28,2.25,0.3,59.01,-0.35,3.88,283.58,99.09,85265.66,21.79,100.46,云南省
267,32.21,34.94,12.95,3.26,0.33,54.26,-0.31,2.12,282.33,99.99,85124.94,21.8,100.6,云南省
268,30.17,32.69,12.02,2.94,0.32,54.38,-0.83,-0.57,283.23,94.2,90029.06,21.8,100.75,云南省
269,26.46,28.69,10.9,2.3,0.3,57.38,-0.91,-0.82,285.15,84.46,93467.17,21.81,100.89,云南省
270,24.62,26.58,9.92,1.79,0.29,56.69,-1.3,-0.59,285.1,85.65,93025.91,21.81,101.04,云南省
271,23.7,25.53,9.45,1.61,0.28,56.09,-1.21,-0.75,284.74,87.32,92215.13,21.82,101.18,云南省
272,23.68,25.49,9.36,1.6,0.28,56.21,-1.85,0.66,284.22,87.44,90266.59,21.82,101.32,云南省
273,24.27,26.08,9.38,1.39,0.28,56.36,-2.87,1.71,282.49,92.7,88115.21,21.83,101.47,云南省
274,24.67,26.46,9.23,1.06,0.27,56.34,-2.73,-0.07,280.84,96.82,87904.14,21.83,101.61,云南省
275,23.96,25.74,9.08,0.84,0.27,57.63,-2.39,0.1,280.38,95.93,88547.46,21.84,101.76,NULL
276,50.93,58.76,17.55,10.46,0.51,47.5,-3.11,-2.72,281.3,47.97,97595.77,21.86,107.09,广西壮族自治区
277,52.45,61.03,17.48,11.89,0.55,46.51,-3.41,-2.44,281.32,47.5,97420.22,21.86,107.23,广西壮族自治区
278,53.96,63.35,17.85,13.56,0.58,45.65,-3.29,-2.23,280.97,47.47,96803.58,21.86,107.38,广西壮族自治区
279,55.91,66.34,19.05,15.91,0.62,45.17,-2.46,-2.25,280.9,46.79,96804.42,21.85,107.52,广西壮族自治区
280,57.84,69.44,19.53,18.69,0.66,43.17,-1.81,-3.03,281.04,47.48,96953.6,21.85,107.67,广西壮族自治区
281,57.89,69.84,20.41,21.07,0.7,42.92,-1.7,-3.77,281.27,45.77,96949.19,21.85,107.81,广西壮族自治区
282,59.2,73.22,19.56,22.47,0.72,40.54,-1.8,-4.73,281.68,43.74,97696.28,21.84,107.96,广西壮族自治区
283,58.26,73.15,19.58,23.27,0.73,41.36,-2.06,-5.28,283.08,40.26,99495.98,21.84,108.1,广西壮族自治区
284,61.18,78.46,21.27,25.53,0.78,39.51,-2.19,-5.64,283.79,41.31,101029.12,21.84,108.24,广西壮族自治区
285,58.57,75.02,19.63,22.11,0.73,42.26,-2.08,-5.66,284.1,43.36,101816.46,21.83,108.39,广西壮族自治区
286,59.35,75.1,16.51,18.06,0.71,41.32,-2.73,-5.34,283.44,38.27,101948.51,21.82,108.68,广西壮族自治区
287,58.41,73.74,14.78,16.09,0.7,42.59,-2.27,-5.21,284.2,42.61,101867.48,21.82,108.82,广西壮族自治区
288,60.79,76.12,14.98,16.1,0.72,41.07,-2.43,-5.39,284.13,41.89,101777.69,21.81,108.96,广西壮族自治区
289,61.51,75.63,15.48,15.24,0.7,41.56,-2.3,-5.18,284.21,39.55,101666.79,21.81,109.11,广西壮族自治区
290,61.48,74.1,15.3,14.04,0.67,42.72,-2.19,-4.82,284.23,37.86,101698.01,21.8,109.25,广西壮族自治区
291,60.11,71.2,15.45,13.2,0.64,44.61,-2.46,-4.43,284.45,36.31,101759.43,21.8,109.4,广西壮族自治区
292,58.48,68.32,15.62,13,0.61,46.23,-3.01,-4.36,284.43,34.73,101408.66,21.79,109.54,广西壮族自治区
293,57.31,66.5,15.58,12.68,0.58,46.93,-3.08,-4.52,284.65,38.19,100938.62,21.79,109.68,广西壮族自治区
294,56.6,65.06,15.05,12.6,0.58,46.06,-2.46,-5.09,284.53,38.14,100958.21,21.78,109.83,广西壮族自治区
295,53.38,60.89,13.85,12.42,0.54,45.66,-1.76,-4.88,284.78,38.84,101231.92,21.77,109.97,广东省
296,48.41,54.62,12.65,11.92,0.46,46.52,-1.51,-4.38,285.02,37.61,101494.56,21.77,110.11,广东省
297,44.92,50.53,12.37,12.16,0.44,46.36,-1.1,-4.06,285.19,36.5,101556.85,21.76,110.26,广东省
298,44.57,50.01,12.7,12.95,0.44,46.65,-0.6,-3.43,285.38,35.54,101504.84,21.75,110.4,广东省
299,46.32,51.99,14.53,15.7,0.45,45.7,-0.43,-2.61,285.67,33.89,101658.32,21.75,110.55,广东省
300,45,52.47,19.37,20.19,0.47,41.62,-0.64,-1.92,285.94,32.08,101847.45,21.74,110.69,广东省
301,41.16,48.95,21.01,20.76,0.44,39.97,-1.52,-1.67,286.22,31.4,101813.55,21.73,110.83,广东省
302,37.1,44.35,17.21,16.63,0.42,42.72,-3.06,-2.55,286.65,31.75,101846.71,21.73,110.98,广东省
303,35.18,42.13,14.53,13.6,0.41,44.88,-4.42,-3.87,286.69,33,101801.15,21.72,111.12,广东省
304,35.68,43.38,14.71,14.06,0.43,43.07,-4.74,-5.44,285.74,35.43,100695.11,21.71,111.26,广东省
305,37.27,46.39,15.38,16.16,0.48,40.26,-3.91,-6.83,284.77,37.95,100231.91,21.7,111.41,广东省
306,37.83,48.86,16.55,19.73,0.54,37.32,-2.63,-6.87,284.13,38.88,101055.77,21.69,111.55,广东省
307,37.67,48.39,18.98,22.45,0.55,37.28,-1.45,-5.47,283.65,37.7,101271.91,21.69,111.7,广东省
308,44.12,59.48,33.15,41.06,0.6,34.47,-2.32,-7.37,287.41,60.4,101916.83,21.63,112.56,广东省
309,27.1,29.04,10.43,1.51,0.28,58.94,-1.3,3.64,283.88,99.79,86666.72,21.91,100.02,云南省
310,27.18,29.25,10.4,1.9,0.29,58.96,0.01,3.85,283.59,100,85830.73,21.91,100.17,云南省
311,26.84,28.97,10.38,2.03,0.29,61.01,0.55,3.36,284.61,97.21,87116.31,21.92,100.31,云南省
312,29.02,31.4,11.31,2.41,0.31,59.21,-0.41,3.12,284.27,96.22,86319.85,21.93,100.45,云南省
313,32.41,35.08,12.57,3.1,0.33,53.91,-1.28,1.99,282.17,99.81,85934.52,21.93,100.6,云南省
314,31.19,33.98,13.3,3.94,0.33,54.56,-0.74,-0.08,283.28,92.86,90614.73,21.94,100.74,云南省
315,26.43,28.76,11.41,2.75,0.3,57.39,-0.72,-0.08,285.23,83.49,93443.11,21.94,100.89,云南省
316,23.67,25.61,9.86,1.66,0.28,58.12,-2.39,-0.59,284.76,83.97,92126.57,21.95,101.03,云南省
317,23.33,25.14,9.4,1.43,0.28,56.51,-2.43,-1.81,284.05,88.02,91732.81,21.95,101.18,云南省
318,23.05,24.83,9.28,1.39,0.27,56.34,-2.48,-0.93,284.33,85.65,91902.83,21.96,101.32,云南省
319,23.75,25.52,9.25,1.28,0.27,56.51,-3.91,1.22,282.79,89.35,89386.88,21.96,101.46,云南省
320,25.06,26.81,9.18,1.1,0.27,56.21,-3.3,0.63,280.36,99.02,88033.36,21.97,101.61,NULL
321,53.81,60.08,19.35,10.67,0.49,48.21,-3.55,-2.25,281.47,46.35,97846.45,22,106.8,广西壮族自治区
322,55.97,64.22,19.61,12.23,0.55,46.68,-2.68,-1.62,281.55,47.49,98445.39,22,106.95,广西壮族自治区
323,57.6,66.88,19.7,13.71,0.59,45.35,-2.38,-1.53,282.01,46.96,99091.44,22,107.09,广西壮族自治区
324,57.53,67.52,19.17,14.95,0.62,44.69,-2.75,-1.61,281.95,46.83,98843.3,21.99,107.24,广西壮族自治区
325,57.84,68.74,19.43,17.01,0.65,43.95,-2.77,-1.57,281.77,46.98,98476.52,21.99,107.38,广西壮族自治区
326,59.08,71.1,20.24,19.77,0.68,42.96,-2.3,-1.72,281.6,47.42,98328.77,21.99,107.53,广西壮族自治区
327,61.64,75.27,21.04,23.1,0.74,40.54,-1.69,-1.98,281.68,47.22,98719.87,21.98,107.67,广西壮族自治区
328,61.95,76.89,21.43,25.27,0.77,39.98,-1.7,-2.42,281.96,46.25,98854.63,21.98,107.81,广西壮族自治区
329,60.99,76.81,21.08,26.05,0.77,39.95,-2.47,-3.69,281.8,44.35,98115.44,21.98,107.96,广西壮族自治区
330,60.82,77.72,20.15,26.51,0.78,39.09,-2.34,-4.94,281.61,43.63,98005.42,21.97,108.1,广西壮族自治区
331,61.7,80.77,20.43,27.08,0.81,39.45,-1.39,-5.09,282.61,41.55,99855.86,21.97,108.25,广西壮族自治区
332,60.18,79.67,18.37,24.29,0.79,39.72,-1.23,-4.95,283.39,41.05,101651.35,21.97,108.39,广西壮族自治区
333,58.99,77.96,16.24,21.34,0.76,40.78,-1.81,-5.06,283.52,38.83,101980.27,21.96,108.54,广西壮族自治区
334,60.34,79.44,15.92,20.66,0.78,40.81,-2.71,-5.05,283.97,40.87,101917.29,21.96,108.68,广西壮族自治区
335,60.3,78.54,14.73,18.98,0.77,40.92,-2.86,-5.4,283.53,39.01,101772.36,21.95,108.82,广西壮族自治区
336,61.13,78.13,14.96,17.87,0.75,40.74,-2.42,-5.51,283.6,40.22,101588.91,21.95,108.97,广西壮族自治区
337,61.65,77.14,15.3,16.53,0.73,41.17,-2.23,-5.29,283.77,39.53,101483.19,21.94,109.11,广西壮族自治区
338,61.93,75.76,15.64,15.11,0.7,42,-2.07,-4.82,284.12,40.22,101477.05,21.94,109.26,广西壮族自治区
339,61.27,73.45,15.87,13.81,0.67,43.71,-2.41,-4.35,284.61,40,101573.76,21.93,109.4,广西壮族自治区
340,60.09,70.83,16.15,12.91,0.64,45.84,-3.39,-3.76,284.65,39.81,101275.18,21.93,109.55,广西壮族自治区
341,59.15,69.09,16.56,12.57,0.61,47.43,-3.59,-4.24,283.92,39.46,100546.03,21.92,109.69,广西壮族自治区
342,58.64,67.76,16.38,12.75,0.6,46.38,-2.48,-4.83,283.56,41.17,100162.05,21.91,109.83,广西壮族自治区
343,55.6,63.68,14.89,12.42,0.56,45.42,-1.51,-4.85,283.97,40.12,100511.48,21.91,109.98,广西壮族自治区
344,49.76,56.27,13.25,11.41,0.46,46.61,-1.38,-4.39,284.75,38.53,101231.42,21.9,110.12,广西壮族自治区
345,44.32,49.89,12.15,11.19,0.43,46.74,-1.34,-4.27,285.11,37.14,101515.43,21.89,110.27,广东省
346,43.18,48.42,11.78,11.49,0.43,47.26,-0.99,-3.73,285.29,36.4,101522.32,21.89,110.41,广东省
347,43.06,48.12,12.05,12.62,0.42,47.46,-0.48,-2.88,285.63,34.41,101697.69,21.88,110.55,广东省
348,42.51,49.3,14.16,14.87,0.44,46.04,-0.54,-1.8,285.99,32.38,101806.26,21.87,110.7,广东省
349,40.23,47.29,14.96,15,0.43,45.39,-1.91,-1.5,286.43,30.27,101723.21,21.87,110.84,广东省
350,35.78,42.76,13.92,13.41,0.41,45.7,-3.84,-2.57,286.39,30.41,100937.94,21.86,110.99,广东省
351,34.11,41.63,13.47,12.68,0.4,45.12,-5.16,-4.04,285.44,32.84,100174.63,21.85,111.13,广东省
352,35.23,44.08,13.89,13.69,0.44,42.27,-5.05,-5.24,283.61,36.94,98729.66,21.84,111.27,广东省
353,37.16,48,14.27,16.21,0.5,38.86,-3.24,-5.46,282.18,41.11,97817.66,21.84,111.42,广东省
354,37.41,50.51,15.27,20.44,0.58,36.25,-1.53,-5.62,283.29,40.42,100210.53,21.83,111.56,广东省
355,37.44,51.96,17.17,25.41,0.63,33.41,-1.13,-5.1,284.34,40.74,101912.33,21.82,111.7,广东省
356,38.12,53.05,18.6,28.98,0.65,31.99,-1.64,-4.54,284.48,39.67,101760.55,21.81,111.85,广东省
357,38.67,52.25,19.8,28.97,0.61,34.02,-2.84,-5.22,284.71,39.1,102059.77,21.8,111.99,广东省
358,44.09,59.04,24.46,35.42,0.67,30.21,-2.58,-6.43,282.99,41.51,100723.98,21.78,112.28,广东省
359,46.89,66.81,31.9,49.06,0.78,28.52,-1.65,-7.36,285.83,53.75,101760.3,21.77,112.57,广东省
360,43.8,62.64,36.71,50.73,0.69,32.02,-2.42,-7,287.6,61.84,101581.41,21.75,112.85,广东省
361,27.26,29.27,10.74,1.6,0.29,59.73,0.03,3.91,284.3,98.74,86690.41,22.04,100.02,云南省
362,26.73,28.86,10.76,1.85,0.29,61.56,0.01,4.47,284.86,95.34,86731.87,22.05,100.16,云南省
363,27.7,29.94,10.82,2.05,0.3,61.19,-0.23,3.29,284.55,96.57,86938.76,22.05,100.3,云南省
364,30.55,33.01,11.72,2.57,0.31,56.89,-1.29,2.75,283.15,98.78,85852.59,22.06,100.45,云南省
365,31.98,34.48,12.3,2.73,0.32,53.25,-1.67,1.49,281.62,99.95,86345.86,22.07,100.59,云南省
366,30.68,33.48,15.82,4.43,0.33,54.11,-0.33,0.05,283.45,90.86,91126.23,22.07,100.74,云南省
367,25.8,28.08,12.94,2.97,0.3,57.14,-0.77,0.04,284.86,83.28,92695.53,22.08,100.88,云南省
368,23.56,25.4,10.07,1.4,0.27,57.57,-2.8,-0.27,283.66,86.07,90413.13,22.08,101.03,云南省
369,23.8,25.53,9.34,1.08,0.27,56.44,-2.96,-1.26,282.38,92.71,89560.84,22.09,101.17,云南省
370,23.1,24.83,9.37,1.1,0.27,57.69,-2.85,-1.5,282.75,89.2,90370.76,22.09,101.31,云南省
371,23.31,25.05,9.42,1.09,0.27,57.87,-3.67,0.18,282.28,89.86,89639.37,22.1,101.46,云南省
372,56.39,62.6,20.01,12.23,0.54,47.66,-2.88,-1.43,281.93,45.2,98597.12,22.14,106.81,广西壮族自治区
373,58.37,67.16,20.53,14.22,0.6,45.79,-2.34,-1.17,282.36,45,99498.43,22.13,106.95,广西壮族自治区
374,60.38,70.51,21.04,16.02,0.64,44.34,-2.38,-1.32,282.59,44.45,99908.8,22.13,107.1,广西壮族自治区
375,59.57,70.53,20.42,17.59,0.66,43.81,-2.6,-1.42,282.51,44.66,99759.95,22.13,107.24,广西壮族自治区
376,59.88,71.89,20.73,20.15,0.7,43.09,-2.61,-1.54,282.33,45.08,99578.91,22.12,107.39,广西壮族自治区
377,61.66,75.09,21.27,23.49,0.75,40.66,-2.25,-1.73,282.13,45.91,99456.11,22.12,107.53,广西壮族自治区
378,63.12,78.26,22.29,26.77,0.8,39.33,-2.11,-2.22,282.53,44.84,99808.6,22.12,107.67,广西壮族自治区
379,63.99,80.91,22.98,29.19,0.83,38.4,-2.6,-2.94,282.6,43.61,99568.73,22.12,107.82,广西壮族自治区
380,62.64,80.74,22.38,29.87,0.82,38.65,-2.87,-3.5,281.89,44.64,98548.74,22.11,107.96,广西壮族自治区
381,62.26,81.76,21.82,30.39,0.82,38.19,-2.11,-3.99,281.43,45.36,98288.82,22.11,108.11,广西壮族自治区
382,61.87,83.7,19.48,29.3,0.84,38.17,-1.06,-4.17,282.16,45.55,99637.07,22.1,108.25,广西壮族自治区
383,59.74,82.47,17.06,26.74,0.82,39.43,-1.17,-4.39,283.31,43.09,101263.52,22.1,108.4,广西壮族自治区
384,60.25,83.5,16.19,25.25,0.82,39.71,-2.31,-4.55,283.84,41.51,101734.43,22.1,108.54,广西壮族自治区
385,60.82,83.35,15.6,23.44,0.82,40.18,-2.98,-5.1,283.67,40.24,101706.73,22.09,108.69,广西壮族自治区
386,61.18,82.1,15.22,21.52,0.8,40.51,-2.99,-5.27,283.57,42.11,101653.58,22.09,108.83,广西壮族自治区
387,61.89,80.92,15.4,20.06,0.79,40.43,-2.77,-5.34,283.4,41.19,101413.28,22.08,108.97,广西壮族自治区
388,62.5,79.62,15.82,18.6,0.76,40.63,-2.52,-5.22,283.5,39.9,101350.86,22.08,109.12,广西壮族自治区
389,61.68,76.49,16.18,16.68,0.71,41.27,-2.44,-5.03,283.67,39.08,101287.87,22.07,109.26,广西壮族自治区
390,61.38,74.4,16.35,14.96,0.68,42.35,-2.59,-4.81,284.04,38.22,101196.66,22.07,109.41,广西壮族自治区
391,60.76,72.17,16.83,13.75,0.65,44.35,-3.37,-4.07,284.42,38.02,101047.28,22.06,109.55,广西壮族自治区
392,61.9,72.67,17.85,13.74,0.64,45.01,-3.87,-4.03,283.95,39.71,100734.62,22.05,109.7,广西壮族自治区
393,61.08,70.99,17.72,13.79,0.63,44.42,-3.01,-4.72,283.52,41.36,100789.3,22.05,109.84,广西壮族自治区
394,56.8,65.36,16.1,12.88,0.58,45.07,-2.01,-4.87,283.86,40.76,100823.21,22.04,109.98,广西壮族自治区
395,50.9,57.7,14.14,11.29,0.47,46.48,-1.87,-4.96,284.44,38.91,100881.74,22.04,110.13,广西壮族自治区
396,44.59,50.26,12.61,10.94,0.43,46.37,-1.77,-4.92,284.86,37.7,101179.76,22.03,110.27,广西壮族自治区
397,42.38,47.58,11.93,11.03,0.42,47.12,-1.58,-4.34,285.21,36.84,101395.63,22.02,110.42,广东省
398,40.61,45.41,11.54,11.63,0.41,47.7,-1.16,-3.55,285.53,35.08,101538.55,22.01,110.56,广东省
399,39.46,46.47,12.72,13.55,0.43,46.37,-0.91,-2.28,285.89,33.41,101545.53,22.01,110.71,广东省
400,38.43,45.88,13.46,13.98,0.43,45.87,-1.97,-1.36,286.58,30.88,101668.57,22,110.85,广东省
401,35.41,43.01,12.94,13.15,0.41,45.25,-4,-1.94,286.18,31.67,100170.56,21.99,110.99,广东省
402,35.78,44.46,13.17,13.36,0.43,43.05,-5.1,-2.83,283.84,37.2,97717.73,21.99,111.14,广东省
403,36.28,46.43,13.4,14.44,0.46,40.71,-4.26,-3.75,282.55,40.7,97812.47,21.98,111.28,广东省
404,36.64,48.71,13.94,17.03,0.52,38.9,-2.85,-3.79,282.94,40.53,99372.23,21.97,111.43,广东省
405,36.57,50.61,14.64,20.92,0.6,36.44,-2.01,-4.67,283.75,38.95,100973.52,21.96,111.57,广东省
406,36.16,51.82,16.19,26.13,0.66,33.33,-1.51,-5.65,284.26,38.27,102017.82,21.95,111.71,广东省
407,36.77,53.68,17.35,30.91,0.71,30.69,-1.86,-4.88,284.48,38.34,101772.48,21.94,111.86,广东省
408,37.37,54.21,17.88,32.82,0.72,30.17,-3.18,-4.56,284.52,36.76,101660.66,21.94,112,广东省
409,38.67,56.31,18.83,36.21,0.76,29.32,-3.64,-5.94,283.71,37.58,101635.84,21.93,112.15,广东省
410,41.7,60.7,21.1,41.06,0.82,26.59,-2.6,-6.25,283.14,44.98,101258.35,21.92,112.29,广东省
411,45.18,67.66,24.56,49.79,0.96,22.67,-1.39,-6.44,282.79,41.61,101139.31,21.91,112.43,广东省
412,48.89,72.69,30.5,53.92,0.98,21.61,-1,-6.53,283.43,43.01,101166.45,21.9,112.58,广东省
413,45.53,70.77,33.85,64.17,0.95,29.37,-2.46,-7.27,287.44,58.72,101776.2,21.87,113.01,广东省
414,45.77,71.16,34.8,61.67,0.93,32.15,-2.01,-7.71,287.19,57.22,101854.35,21.86,113.15,广东省
415,25.57,27.5,9.69,1.07,0.29,62.02,-1.89,4.09,287.03,87.75,87550.63,22.14,99.29,云南省
416,27.4,29.29,9.94,1.2,0.29,57.77,-1.53,3.27,284.78,97.73,85983.02,22.15,99.43,云南省
417,26.59,28.5,10.21,1.23,0.29,60.99,-0.94,2.79,285.35,96.64,88120.21,22.16,99.58,云南省
418,25.7,27.55,10.01,1.05,0.28,61.13,-0.97,4.19,285.5,93.47,87560.73,22.16,99.72,云南省
419,27.27,29.1,10.16,1.17,0.28,59.2,-0.39,3.91,284.22,99.4,86010.09,22.17,99.86,云南省
420,27.31,29.39,11.08,1.72,0.29,60.77,-0.05,2.88,284.94,96.74,87145.86,22.18,100.01,云南省
421,27.3,29.56,11.42,2.14,0.3,61.36,-0.4,3.09,285.51,93.62,87983.7,22.18,100.15,云南省
422,28.35,30.66,11.22,2.13,0.3,61.07,-0.09,3.03,284.44,96.66,87088.7,22.19,100.3,云南省
423,31.02,33.5,12.09,2.62,0.32,56.32,-0.77,3.14,282.57,99.42,85063.45,22.19,100.44,云南省
424,31.16,33.6,12.7,2.83,0.31,53.2,-1.54,2.57,281.43,99.91,85885.86,22.2,100.59,云南省
425,28.23,30.72,14.33,3.64,0.31,55.77,-1.39,1.09,283.06,91.47,90381.6,22.2,100.73,云南省
426,25,27.16,12.19,2.52,0.29,57.86,-2.45,0.21,284.09,83.42,91330.74,22.21,100.88,云南省
427,24.47,26.32,10.21,1.46,0.28,57.73,-3.41,-0.57,282.57,89.36,89662.33,22.21,101.02,云南省
428,24.8,26.56,9.53,1.14,0.27,57.28,-3.14,-1.06,281.53,94.87,89108.69,22.22,101.17,云南省
429,24.64,26.4,9.54,1.22,0.27,56.98,-3.09,-1.2,281.29,94.99,88882.2,22.22,101.31,云南省
430,24.19,25.96,9.59,1.21,0.27,57.93,-2.93,-0.38,281.26,93.8,89050.46,22.23,101.45,云南省
431,55.65,60.48,20.44,12.35,0.54,49.51,-2.61,-1.19,282.57,42.99,99282.89,22.27,106.81,广西壮族自治区
432,57.04,65.81,20.29,14.62,0.6,45.7,-2.56,-1.27,282.67,42.92,99516.7,22.27,106.95,广西壮族自治区
433,58.9,68.97,20.66,16.78,0.64,43.74,-2.64,-1.36,282.64,42.59,99653.17,22.26,107.1,广西壮族自治区
434,59.69,70.91,20.94,19.48,0.68,42.34,-2.79,-1.46,282.61,42.87,99778.47,22.26,107.24,广西壮族自治区
435,60.91,73.47,21.34,22.56,0.73,41,-2.79,-1.77,282.46,43.43,99793.56,22.26,107.39,广西壮族自治区
436,61.85,75.97,21.89,25.77,0.78,39.85,-2.72,-2.08,282.53,43.69,99999.67,22.26,107.53,广西壮族自治区
437,64.06,80.3,22.97,29.34,0.83,37.99,-2.98,-2.68,282.3,43.4,99556.34,22.25,107.68,广西壮族自治区
438,65.96,84.62,24.5,32.64,0.87,36.85,-3.05,-3,281.73,43.98,98672.82,22.25,107.82,广西壮族自治区
439,65.48,86.31,24.18,34.52,0.88,35.95,-2.59,-2.92,281.53,45.26,98621.29,22.25,107.97,广西壮族自治区
440,64.7,87.63,23.95,35.74,0.88,35.86,-1.78,-3.08,281.89,44.61,99376.84,22.24,108.11,广西壮族自治区
441,63.53,89.05,21.85,34.3,0.88,36.67,-1.38,-3.56,282.4,43.52,100153.85,22.24,108.26,广西壮族自治区
442,60.79,87.33,18.74,31.16,0.85,38.14,-1.68,-4.17,282.97,42.52,100925.83,22.23,108.4,广西壮族自治区
443,61.29,88.53,17.45,29.32,0.85,38.73,-2.45,-4.75,283.23,40.65,101093.53,22.23,108.55,广西壮族自治区
444,62.24,88.86,16.62,27.29,0.85,39.2,-3.08,-5,283.16,41,100935.12,22.22,108.69,广西壮族自治区
445,62.4,86.76,15.94,24.7,0.84,39.83,-3.08,-5.18,283.19,40.46,101304.03,22.22,108.83,广西壮族自治区
446,62.51,83.91,15.97,22.55,0.82,40.12,-2.86,-5.2,283.22,40.95,101379.85,22.21,108.98,广西壮族自治区
447,62.99,81.77,16.48,20.74,0.79,40.28,-2.81,-5.19,283.31,40.33,101310.12,22.21,109.12,广西壮族自治区
448,62.69,78.91,16.99,18.7,0.75,40.51,-2.79,-5.15,283.32,40.63,101079.56,22.2,109.27,广西壮族自治区
